,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance,home_pk,away_pk
3,1997/05/24,10,4,15:00,博多球,福岡,1,3,横浜M,,11078,,
4,1997/05/24,10,5,15:04,磐田,磐田,2,0,浦和,,11654,,
5,1997/05/24,10,6,16:03,富山,横浜Ｆ,2,1,Ｇ大阪,,8222,,
6,1997/05/24,10,7,16:04,愛媛陸,広島,1,0,清水,,6524,,
7,1997/05/24,10,8,19:04,カシマ,鹿島,4,0,京都,,15805,,
0,1997/05/28,11,1,19:00,等々力,Ｖ川崎,0,4,横浜Ｆ,,9006,,
1,1997/05/28,11,2,19:00,三ツ沢,横浜M,3,2,Ｃ大阪,,6398,,
2,1997/05/28,11,3,19:00,万博,Ｇ大阪,3,1,磐田,,5716,,
3,1997/05/28,11,4,19:02,日本平,清水,1,0,福岡,,6177,,
4,1997/05/28,11,5,19:03,駒場,浦和,3,2,柏,,18021,,
5,1997/05/28,11,6,19:03,国立,市原,0,2,鹿島,,16484,,
6,1997/05/28,11,7,19:04,平塚,平塚,3,0,神戸,,7175,,
7,1997/05/28,11,8,19:05,西京極,京都,1,3,名古屋,,7158,,
0,1997/05/31,12,1,14:04,三ツ沢,横浜Ｆ,0,1,京都,,6341,,
1,1997/05/31,12,2,15:00,神戸ユ,神戸,2,1,横浜M,,9168,,
2,1997/05/31,12,3,15:01,カシマ,鹿島,2,1,平塚,,16093,,
3,1997/05/31,12,4,15:02,磐田,磐田,0,1,Ｖ川崎,,14594,,
4,1997/05/31,12,5,15:02,博多球,福岡,0,1,広島,,7421,,
5,1997/05/31,12,6,15:04,瑞穂陸,名古屋,3,2,市原,,13669,,
6,1997/05/31,12,7,16:04,長居,Ｃ大阪,1,2,清水,,10581,,
7,1997/05/31,12,8,19:03,柏,柏,4,1,Ｇ大阪,,11031,,
0,1997/07/02,13,1,19:04,平塚,平塚,1,0,名古屋,,8020,,
1,1997/07/05,13,2,18:00,新潟,市原,0,4,横浜Ｆ,,7119,,
2,1997/07/05,13,3,18:30,広島ビ,広島,2,2,Ｃ大阪,,6234,3,2
3,1997/07/05,13,4,19:00,日本平,清水,2,4,神戸,,9045,,
4,1997/07/05,13,5,19:01,万博,Ｇ大阪,1,2,浦和,,16071,,
5,1997/07/05,13,6,19:03,等々力,Ｖ川崎,1,3,柏,,10081,,
6,1997/07/05,13,7,19:05,三ツ沢,横浜M,0,3,鹿島,,14225,,
7,1997/07/05,13,8,19:05,西京極,京都,0,6,磐田,,7659,,
0,1997/07/09,14,1,19:00,カシマ,鹿島,0,1,清水,,15475,,
1,1997/07/09,14,2,19:01,瑞穂陸,名古屋,0,1,横浜M,,17346,,
2,1997/07/09,14,3,19:01,長居,Ｃ大阪,2,0,福岡,,4110,,
3,1997/07/09,14,4,19:02,駒場,浦和,2,0,Ｖ川崎,,18927,,
4,1997/07/09,14,5,19:03,磐田,磐田,4,1,市原,,5065,,
5,1997/07/09,14,6,19:04,柏,柏,3,2,京都,,5997,,
6,1997/07/09,14,7,19:04,神戸ユ,神戸,0,1,広島,,3839,,
7,1997/07/09,14,8,19:34,三ツ沢,横浜Ｆ,2,1,平塚,,7043,,
0,1997/07/12,15,1,18:31,市原,市原,1,0,柏,,3855,,
1,1997/07/12,15,2,18:33,広島ビ,広島,2,3,鹿島,,6991,,
2,1997/07/12,15,3,18:34,平塚,平塚,2,1,磐田,,6386,,
3,1997/07/12,15,4,19:00,日本平,清水,3,1,名古屋,,8243,,
4,1997/07/12,15,5,19:00,博多球,福岡,0,1,神戸,,6755,,
5,1997/07/12,15,6,19:04,等々力,Ｖ川崎,0,1,Ｇ大阪,,9090,,
6,1997/07/12,15,7,19:04,三ツ沢,横浜M,1,0,横浜Ｆ,,12307,,
7,1997/07/12,15,8,19:06,西京極,京都,1,1,浦和,,6149,3,4
0,1997/07/16,16,1,19:03,駒場,浦和,3,0,市原,,18127,,
1,1997/07/16,16,2,19:03,磐田,磐田,3,4,横浜M,,10032,,
2,1997/07/16,16,3,19:03,瑞穂陸,名古屋,1,0,広島,,13425,,
3,1997/07/16,16,4,19:04,万博,Ｇ大阪,0,3,京都,,4716,,
4,1997/07/16,16,5,19:04,神戸ユ,神戸,1,2,Ｃ大阪,,7439,,
5,1997/07/16,16,6,19:05,カシマ,鹿島,2,0,福岡,,15937,,
6,1997/07/16,16,7,19:05,柏,柏,2,0,平塚,,6577,,
7,1997/07/16,16,8,19:35,三ツ沢,横浜Ｆ,4,3,清水,,11040,,
0,1997/07/19,17,1,18:30,市原,市原,1,3,Ｇ大阪,,4174,,
1,1997/07/19,17,2,18:31,広島ビ,広島,2,3,横浜Ｆ,,8840,,
2,1997/07/19,17,3,18:34,平塚,平塚,3,2,浦和,,11056,,
3,1997/07/19,17,4,19:00,日本平,清水,1,2,磐田,,17756,,
4,1997/07/19,17,5,19:00,博多球,福岡,3,2,名古屋,,11217,,
5,1997/07/19,17,6,19:04,三ツ沢,横浜M,0,3,柏,,11265,,
6,1997/07/19,17,7,19:05,西京極,京都,2,1,Ｖ川崎,,16109,,
7,1997/07/19,17,8,19:05,長居,Ｃ大阪,0,1,鹿島,,21027,,
