,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
1,2002/05/06,4,2,15:01,柏の葉,柏,0,0,磐田,試合終了,第4節,,,,,,6306
2,2002/05/06,4,3,15:00,東京,Ｆ東京,1,0,神戸,試合終了,第4節,,,,,,6317
3,2002/05/06,4,4,15:04,草薙陸,清水,3,1,東京Ｖ,試合終了,第4節,,,,,,6318
4,2002/05/06,4,5,14:59,西京極,京都,2,1,横浜FM,試合終了,第4節,,,,,,6329
5,2002/05/06,4,6,15:00,万博,Ｇ大阪,3,2,市原,試合終了,第4節,,,,,,6330
6,2002/05/06,4,7,14:02,瑞穂陸,名古屋,3,0,鹿島,試合終了,第4節,,,,,,6341
7,2002/05/06,4,8,15:04,駒場,浦和,3,1,広島,試合終了,第4節,,,,,,6342
0,2002/05/09,5,1,19:00,柏の葉,柏,0,0,仙台,試合終了,第5節,,,,,,6307
1,2002/05/09,5,2,19:00,磐田,磐田,3,1,札幌,試合終了,第5節,,,,,,6308
2,2002/05/09,5,3,19:00,国立,Ｆ東京,2,1,東京Ｖ,試合終了,第5節,,,,,,6319
3,2002/05/09,5,4,19:00,神戸ユ,神戸,0,2,清水,試合終了,第5節,,,,,,6320
4,2002/05/09,5,5,19:00,市原,市原,2,1,京都,試合終了,第5節,,,,,,6331
5,2002/05/09,5,6,19:00,横浜国,横浜FM,2,1,Ｇ大阪,試合終了,第5節,,,,,,6332
6,2002/05/09,5,7,19:00,笠松,鹿島,2,3,浦和,試合終了,第5節,,,,,,6343
7,2002/05/09,5,8,19:00,瑞穂陸,名古屋,1,2,広島,試合終了,第5節,,,,,,6344
0,2002/05/12,6,1,13:02,室蘭,札幌,1,0,柏,試合終了,第6節,,,,,,6310
1,2002/05/12,6,2,13:03,仙台,仙台,0,1,磐田,試合終了,第6節,,,,,,6309
2,2002/05/12,6,3,13:01,青森,東京Ｖ,5,3,神戸,試合終了,第6節,,,,,,6322
3,2002/05/12,6,4,13:04,日本平,清水,2,1,Ｆ東京,試合終了,第6節,,,,,,6321
4,2002/05/12,6,5,13:59,西京極,京都,1,2,Ｇ大阪,試合終了,第6節,,,,,,6334
5,2002/05/12,6,6,14:00,三ツ沢,横浜FM,1,3,市原,試合終了,第6節,,,,,,6333
6,2002/05/12,6,7,14:00,駒場,浦和,1,5,名古屋,試合終了,第6節,,,,,,6345
7,2002/05/12,6,8,14:00,広島ビ,広島,0,1,鹿島,試合終了,第6節,,,,,,6346
0,2002/09/04,-3,1,19:00,磐田,磐田,1,2,鹿島,試合終了,準々決勝,,,,,,6347
1,2002/09/04,-3,2,19:03,市原,市原,0,3,清水,試合終了,準々決勝,,,,,,6348
2,2002/09/04,-3,3,19:03,東京,Ｆ東京,1,3,Ｇ大阪,試合終了,準々決勝,,,,,,6349
3,2002/09/04,-3,4,19:04,駒場,浦和,1,0,柏,試合終了,準々決勝,,,,,,6350
0,2002/10/02,-2,1,19:00,カシマ,鹿島,2,1,清水,試合終了,準決勝,,,1,0,,6352
1,2002/10/02,-2,2,19:00,万博,Ｇ大阪,2,3,浦和,試合終了,準決勝,,,0,1,,6351
0,2002/11/04,-1,1,14:09,国立,鹿島,1,0,浦和,試合終了,決勝,,,,,,6353
