,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2014/05/28,6,1,19:00,カシマ,鹿島,0,3,神戸,試合終了,第6節,,,,,,15642
1,2014/05/28,6,2,19:00,佐賀,鳥栖,2,0,清水,試合終了,第6節,,,,,,15643
2,2014/05/28,6,3,19:03,ユアスタ,仙台,1,0,Ｇ大阪,試合終了,第6節,,,,,,15641
3,2014/05/28,6,4,19:01,鳴門大塚,徳島,1,1,大宮,試合終了,第6節,,,,,,15664
4,2014/05/28,6,5,19:03,中銀スタ,甲府,1,2,浦和,試合終了,第6節,,,,,,15662
5,2014/05/28,6,6,19:04,瑞穂陸,名古屋,1,0,柏,試合終了,第6節,,,,,,15663
0,2014/06/01,7,1,15:00,カシマ,鹿島,3,0,清水,試合終了,第7節,,,,,,15644
1,2014/06/01,7,2,15:04,ノエスタ,神戸,2,1,仙台,試合終了,第7節,,,,,,15646
2,2014/06/01,7,3,15:04,味スタ,Ｆ東京,0,2,鳥栖,試合終了,第7節,,,,,,15645
3,2014/06/01,7,4,15:02,ＮＡＣＫ,大宮,0,0,新潟,試合終了,第7節,,,,,,15666
4,2014/06/01,7,5,15:03,柏,柏,4,1,徳島,試合終了,第7節,,,,,,15667
5,2014/06/01,7,6,15:04,埼玉,浦和,5,2,名古屋,試合終了,第7節,,,,,,15665
0,2014/09/03,-3,1,19:04,ヤンマー,Ｃ大阪,1,3,川崎Ｆ,試合終了,準々決勝　第1戦,,,,,1,16649
1,2014/09/03,-3,2,19:04,神戸ユ,神戸,1,1,Ｇ大阪,試合終了,準々決勝　第1戦,,,,,1,16650
2,2014/09/03,-3,3,19:04,Ｅスタ,広島,0,0,浦和,試合終了,準々決勝　第1戦,,,,,1,16651
3,2014/09/03,-3,4,19:30,ニッパ球,横浜FM,1,2,柏,試合終了,準々決勝　第1戦,,,,,1,16648
0,2014/09/07,-3,3,18:00,埼玉,浦和,2,2,広島,試合終了,準々決勝　第2戦,,,,,2,16652
1,2014/09/07,-3,2,18:03,万博,Ｇ大阪,3,0,神戸,試合終了,準々決勝　第2戦,,,,,2,16655
2,2014/09/07,-3,1,19:03,等々力,川崎Ｆ,2,3,Ｃ大阪,試合終了,準々決勝　第2戦,,,,,2,16654
3,2014/09/07,-3,4,19:03,柏,柏,3,1,横浜FM,試合終了,準々決勝　第2戦,,,,,2,16653
0,2014/10/09,-2,1,19:00,万博,Ｇ大阪,3,1,川崎Ｆ,試合終了,準決勝　第1戦,,,,,1,16657
1,2014/10/09,-2,2,19:03,Ｅスタ,広島,2,0,柏,試合終了,準決勝　第1戦,,,,,1,16656
0,2014/10/12,-2,2,16:00,柏,柏,2,1,広島,試合終了,準決勝　第2戦,,,,,2,16658
1,2014/10/12,-2,1,16:03,等々力,川崎Ｆ,3,2,Ｇ大阪,試合終了,準決勝　第2戦,,,,,2,16659
0,2014/11/08,-1,1,13:10,埼玉,広島,2,3,Ｇ大阪,試合終了,決勝,,,,,,16726
