,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
3,2022/04/23,5,4,14:03,アイスタ,清水,0,1,名古屋,試合終了,第5節第1日,,,,,,27300
4,2022/04/23,5,5,13:03,札幌厚別,札幌,1,2,柏,試合終了,第5節第1日,,,,,,27312
5,2022/04/23,5,6,15:03,駅スタ,鳥栖,3,0,京都,試合終了,第5節第1日,,,,,,27313
6,2022/04/23,5,7,14:03,ベススタ,福岡,2,1,湘南,試合終了,第5節第1日,,,,,,27325
7,2022/04/23,5,8,15:03,ヤマハ,磐田,2,1,FC東京,試合終了,第5節第1日,,,,,,27324
0,2022/05/18,6,1,19:03,昭和電ド,大分,3,3,Ｃ大阪,試合終了,第6節第1日,,,,,,27291
1,2022/05/18,6,2,19:03,パナスタ,Ｇ大阪,1,3,鹿島,試合終了,第6節第1日,,,,,,27290
2,2022/05/18,6,3,19:03,アイスタ,清水,2,1,広島,試合終了,第6節第1日,,,,,,27302
3,2022/05/18,6,4,19:03,鳴門大塚,徳島,0,2,名古屋,試合終了,第6節第1日,,,,,,27303
4,2022/05/18,6,5,19:03,札幌ド,札幌,1,1,鳥栖,試合終了,第6節第1日,,,,,,27314
5,2022/05/18,6,6,19:03,三協Ｆ柏,柏,0,1,京都,試合終了,第6節第1日,,,,,,27315
6,2022/05/18,6,7,19:03,味スタ,FC東京,0,0,福岡,試合終了,第6節第1日,,,,,,27326
7,2022/05/18,6,8,19:03,レモンＳ,湘南,1,0,磐田,試合終了,第6節第1日,,,,,,27327
0,2022/06/04,-4,1,14:03,札幌ド,札幌,0,3,広島,試合終了,プレーオフラウンド,,,,,1,27762
1,2022/06/04,-4,2,16:03,ＣＳ港,名古屋,6,1,京都,試合終了,プレーオフラウンド,,,,,1,27763
2,2022/06/04,-4,3,16:03,ヨドコウ,Ｃ大阪,1,0,湘南,試合終了,プレーオフラウンド,,,,,1,27764
3,2022/06/04,-4,4,18:03,ベススタ,福岡,1,0,鹿島,試合終了,プレーオフラウンド,,,,,1,27761
0,2022/06/11,-4,4,15:03,カシマ,鹿島,2,1,福岡,試合終了,プレーオフラウンド,,,,,2,27765
1,2022/06/11,-4,1,16:03,Ｅスタ,広島,1,1,札幌,試合終了,プレーオフラウンド,,,,,2,27766
2,2022/06/11,-4,3,18:03,レモンＳ,湘南,1,4,Ｃ大阪,試合終了,プレーオフラウンド,,,,,2,27768
3,2022/06/11,-4,2,18:33,サンガＳ,京都,0,1,名古屋,試合終了,プレーオフラウンド,,,,,2,27767
0,2022/08/03,-3,1,19:03,ヨドコウ,Ｃ大阪,1,1,川崎Ｆ,試合終了,準々決勝,,,,,1,27817
1,2022/08/03,-3,2,19:03,Ｅスタ,広島,3,1,横浜FM,試合終了,準々決勝,,,,,1,27818
2,2022/08/03,-3,3,19:03,ノエスタ,神戸,1,2,福岡,試合終了,準々決勝,,,,,1,27819
3,2022/08/03,-3,4,19:33,豊田ス,名古屋,1,1,浦和,試合終了,準々決勝,,,,,1,27815
0,2022/08/10,-3,2,19:03,ニッパツ,横浜FM,1,2,広島,試合終了,準々決勝,,,,,2,27821
1,2022/08/10,-3,1,19:03,等々力,川崎Ｆ,2,2,Ｃ大阪,試合終了,準々決勝,,,,,2,27820
2,2022/08/10,-3,3,19:03,ベススタ,福岡,1,0,神戸,試合終了,準々決勝,,,,,2,27822
3,2022/08/10,-3,4,19:33,埼玉,浦和,3,0,名古屋,試合終了,準々決勝,,,,,2,27816
0,2022/09/21,-2,1,19:03,ベススタ,福岡,2,3,広島,試合終了,準決勝,,,,,1,27889
1,2022/09/21,-2,2,19:03,ヨドコウ,Ｃ大阪,1,1,浦和,試合終了,準決勝,,,,,1,27887
0,2022/09/25,-2,1,17:03,Ｅスタ,広島,0,0,福岡,試合終了,準決勝,,,,,2,27890
1,2022/09/25,-2,2,17:03,埼玉,浦和,0,4,Ｃ大阪,試合終了,準決勝,,,,,2,27888
0,2022/10/22,-1,1,13:11,国立,Ｃ大阪,1,2,広島,試合終了,決勝,,,,,,28059
