,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
5,1996/07/03,-5,14,19:00,長居２,Ｃ大阪,8,1,福岡,試合終了,Round 5 2nd Leg,,,,,,2336
6,1996/07/03,-5,15,19:01,カシマ,鹿島,1,1,Ｖ川崎,試合終了,Round 5 2nd Leg,,,,,,2333
7,1996/07/03,-5,16,19:04,瑞穂陸,名古屋,6,1,清水,試合終了,Round 5 2nd Leg,,,,,,2335
0,1996/08/10,-4,1,18:32,広島ビ,広島,2,3,浦和,試合終了,Round 6 1st Leg,,,,,,2282
1,1996/08/10,-4,2,18:34,柏,柏,3,1,京都,試合終了,Round 6 1st Leg,,,,,,2281
2,1996/08/10,-4,3,19:00,磐田,磐田,0,2,横浜M,試合終了,Round 6 1st Leg,,,,,,2283
3,1996/08/10,-4,4,19:00,万博,Ｇ大阪,1,1,平塚,試合終了,Round 6 1st Leg,,,,,,2284
4,1996/08/10,-4,5,18:00,カシマ,鹿島,1,1,市原,試合終了,Round 6 1st Leg,,,,,,2337
5,1996/08/10,-4,6,18:31,博多球,福岡,1,0,名古屋,試合終了,Round 6 1st Leg,,,,,,2339
6,1996/08/10,-4,7,18:32,鴨池,横浜Ｆ,1,1,Ｃ大阪,試合終了,Round 6 1st Leg,,,,,,2338
7,1996/08/10,-4,8,19:00,等々力,Ｖ川崎,0,0,清水,試合終了,Round 6 1st Leg,,,,,,2340
0,1996/08/14,-4,9,19:00,駒場,浦和,0,2,広島,試合終了,Round 6 2nd Leg,,,,,,2285
1,1996/08/14,-4,10,19:00,平塚,平塚,0,0,Ｇ大阪,試合終了,Round 6 2nd Leg,,,,,,2287
2,1996/08/14,-4,11,19:03,三ツ沢,横浜M,2,0,磐田,試合終了,Round 6 2nd Leg,,,,,,2286
3,1996/08/14,-4,12,19:00,日本平,清水,0,0,Ｖ川崎,試合終了,Round 6 2nd Leg,,,,,,2342
4,1996/08/14,-4,13,19:01,市原,市原,1,1,鹿島,試合終了,Round 6 2nd Leg,,,,,,2341
5,1996/08/14,-4,14,19:03,瑞穂陸,名古屋,3,3,福岡,試合終了,Round 6 2nd Leg,,,,,,2343
6,1996/08/14,-4,15,19:03,長居,Ｃ大阪,1,1,横浜Ｆ,試合終了,Round 6 2nd Leg,,,,,,2344
7,1996/08/24,-4,16,18:31,万博,京都,0,0,柏,試合終了,Round 6 2nd Leg,,,,,,2288
0,1996/08/17,-3,1,18:31,平塚,平塚,3,1,柏,試合終了,Round 7 1st Leg,,,,,,2289
1,1996/08/17,-3,2,19:00,三ツ沢,横浜M,3,5,広島,試合終了,Round 7 1st Leg,,,,,,2290
2,1996/08/17,-3,3,19:00,万博,Ｇ大阪,1,1,浦和,試合終了,Round 7 1st Leg,,,,,,2292
3,1996/08/17,-3,4,19:04,鳥栖,磐田,0,0,京都,試合終了,Round 7 1st Leg,,,,,,2291
4,1996/08/17,-3,5,18:01,カシマ,鹿島,1,1,横浜Ｆ,試合終了,Round 7 1st Leg,,,,,,2345
5,1996/08/17,-3,6,18:31,博多球,福岡,2,5,Ｖ川崎,試合終了,Round 7 1st Leg,,,,,,2346
6,1996/08/17,-3,7,19:01,市原,市原,3,1,清水,試合終了,Round 7 1st Leg,,,,,,2347
7,1996/08/17,-3,8,19:03,長良川,名古屋,6,1,Ｃ大阪,試合終了,Round 7 1st Leg,,,,,,2348
0,1996/08/21,-3,9,19:00,柏,柏,1,2,平塚,試合終了,Round 7 2nd Leg,,,,,,2293
1,1996/08/21,-3,10,19:01,広島ビ,広島,2,2,横浜M,試合終了,Round 7 2nd Leg,,,,,,2296
2,1996/08/21,-3,11,19:03,駒場,浦和,3,0,Ｇ大阪,試合終了,Round 7 2nd Leg,,,,,,2294
3,1996/08/21,-3,12,19:04,西京極,京都,3,1,磐田,試合終了,Round 7 2nd Leg,,,,,,2295
4,1996/08/21,-3,13,18:59,日本平,清水,4,0,市原,試合終了,Round 7 2nd Leg,,,,,,2351
5,1996/08/21,-3,14,19:00,等々力,Ｖ川崎,0,1,福岡,試合終了,Round 7 2nd Leg,,,,,,2349
6,1996/08/21,-3,15,19:00,長居,Ｃ大阪,3,1,名古屋,試合終了,Round 7 2nd Leg,,,,,,2352
7,1996/08/21,-3,16,19:03,三ツ沢,横浜Ｆ,1,1,鹿島,試合終了,Round 7 2nd Leg,,,,,,2350
0,1996/09/04,-2,1,19:01,国立,柏,1,2,Ｖ川崎,試合終了,準決勝,,,,,,2353
1,1996/09/04,-2,2,19:03,日本平,清水,5,0,平塚,試合終了,準決勝,,,,,,2354
0,1996/09/25,-1,1,19:01,国立,Ｖ川崎,3,3,清水,試合終了,決勝戦,4,5,1,1,,2355
