,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
10,2011,Ｊ２,第１節第１日,03/05(土),17:05,水戸,2-1,京都,Ｋｓスタ,4222,スカパー／ｅ２／スカパー光
11,2011,Ｊ１,第１節第２日,03/06(日),13:05,神戸,1-0,浦和,ホームズ,19913,スカパー／ｅ２／スカパー光
12,2011,Ｊ１,第１節第２日,03/06(日),15:03,鹿島,3-3,大宮,カシマ,23262,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ水戸＊
13,2011,Ｊ２,第１節第２日,03/06(日),13:03,栃木,2-1,草津,栃木グ,6144,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
14,2011,Ｊ２,第１節第２日,03/06(日),13:03,湘南,5-0,岡山,平塚,10255,スカパー／ｅ２／スカパー光
15,2011,Ｊ２,第１節第２日,03/06(日),13:03,北九州,0-3,千葉,本城,3359,スカパー／ｅ２／スカパー光
16,2011,Ｊ２,第１節第２日,03/06(日),15:06,徳島,1-0,鳥取,鳴門大塚,5854,スカパー／ｅ２／スカパー光／ＮＨＫ徳島／ＮＨＫ鳥取
17,2011,Ｊ２,第１節第２日,03/06(日),15:07,熊本,1-0,東京Ｖ,熊本,6611,スカパー／ｅ２／スカパー光／ＮＨＫ熊本／ひかりＴＶ
18,2011,Ｊ２,第１節第２日,03/06(日),16:04,横浜FC,1-2,富山,ニッパ球,11306,スカパー／ｅ２／スカパー光
19,2011,Ｊ２,第１節第２日,03/06(日),16:04,岐阜,0-1,大分,長良川,6621,スカパー／ｅ２／スカパー光
20,2011,Ｊ１,第７節第１日,04/23(土),14:04,大宮,0-1,柏,ＮＡＣＫ,8441,スカパー／ｅ２／スカパー光
21,2011,Ｊ１,第７節第１日,04/23(土),14:04,甲府,1-1,神戸,中銀スタ,6893,スカパー／ｅ２／スカパー光
22,2011,Ｊ１,第７節第１日,04/23(土),14:04,清水,1-0,福岡,アウスタ,11025,スカパー／ｅ２／スカパー光／静岡放送
23,2011,Ｊ１,第７節第１日,04/23(土),14:05,鹿島,0-3,横浜FM,国立,15688,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳーＴＢＳ（録）
24,2011,Ｊ１,第７節第１日,04/23(土),14:05,川崎Ｆ,1-2,仙台,等々力,15030,スカパー／ｅ２／スカパー光／ＢＳ／ひかりＴＶ
25,2011,Ｊ２,第８節第１日,04/23(土),13:05,水戸,2-1,徳島,Ｋｓスタ,1273,スカパー／ｅ２／スカパー光
26,2011,Ｊ２,第８節第１日,04/23(土),13:05,熊本,2-1,岐阜,熊本,5381,スカパー／ｅ２（録）／スカパー光
27,2011,Ｊ２,第８節第１日,04/23(土),14:03,横浜FC,1-3,鳥栖,ニッパ球,3783,スカパー／ｅ２（録）／スカパー光
28,2011,Ｊ２,第８節第１日,04/23(土),16:04,札幌,0-1,湘南,札幌ド,11734,スカパー／ｅ２／スカパー光
29,2011,Ｊ２,第８節第１日,04/23(土),19:07,富山,1-3,栃木,富山,2849,スカパー／ｅ２／スカパー光／ひかりＴＶ
30,2011,Ｊ１,第７節第２日,04/24(日),13:03,新潟,1-1,磐田,東北電ス,33662,スカパー／ｅ２／スカパー光／ひかりＴＶ
31,2011,Ｊ１,第７節第２日,04/24(日),13:04,山形,0-0,Ｃ大阪,ＮＤスタ,8551,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
32,2011,Ｊ１,第７節第２日,04/24(日),13:05,広島,4-1,Ｇ大阪,広島ビ,18788,スカパー／ｅ２／スカパー光
33,2011,Ｊ１,第７節第２日,04/24(日),14:04,浦和,3-0,名古屋,埼玉,42767,スカパー／ｅ２／スカパー光
34,2011,Ｊ２,第８節第２日,04/24(日),13:05,東京Ｖ,1-2,愛媛,駒沢,4516,スカパー／ｅ２／スカパー光
35,2011,Ｊ２,第８節第２日,04/24(日),13:29,京都,2-1,岡山,西京極,9161,スカパー／ｅ２（録）／スカパー光／ＫＢＳ京都（録）
36,2011,Ｊ２,第８節第２日,04/24(日),14:05,千葉,3-0,Ｆ東京,フクアリ,16360,スカパー／ｅ２／スカパー光／ひかりＴＶ（録）
37,2011,Ｊ２,第８節第２日,04/24(日),16:03,北九州,0-2,鳥取,本城,3101,スカパー／ｅ２／スカパー光
38,2011,Ｊ２,第８節第２日,04/24(日),16:05,大分,1-2,草津,大銀ド,9537,スカパー／ｅ２／スカパー光
39,2011,Ｊ１,第８節第１日,04/29(金・祝),13:03,福岡,1-2,鹿島,レベスタ,12147,スカパー／ｅ２／スカパー光
40,2011,Ｊ１,第８節第１日,04/29(金・祝),14:03,横浜FM,1-1,清水,日産ス,33436,スカパー／ｅ２／スカパー光／ひかりＴＶ
41,2011,Ｊ１,第８節第１日,04/29(金・祝),14:04,仙台,1-0,浦和,ユアスタ,18456,スカパー／ｅ２／スカパー光
42,2011,Ｊ１,第８節第１日,04/29(金・祝),14:05,柏,2-1,甲府,柏,10319,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ（録）
43,2011,Ｊ１,第８節第１日,04/29(金・祝),14:05,神戸,0-1,大宮,ホームズ,10502,スカパー／ｅ２／スカパー光／ＮＨＫ神戸（録）
44,2011,Ｊ１,第８節第１日,04/29(金・祝),15:04,Ｃ大阪,1-1,新潟,金鳥スタ,9014,スカパー／ｅ２／スカパー光／ＢＳ
45,2011,Ｊ１,第８節第１日,04/29(金・祝),18:03,Ｇ大阪,3-2,山形,万博,17052,スカパー／ｅ２／スカパー光
46,2011,Ｊ１,第８節第１日,04/29(金・祝),19:04,磐田,1-1,広島,ヤマハ,11319,スカパー／ｅ２／スカパー光／ひかりＴＶ
47,2011,Ｊ１,第８節第１日,04/29(金・祝),19:04,名古屋,2-0,川崎Ｆ,瑞穂陸,14556,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
48,2011,Ｊ２,第９節第１日,04/30(土),13:03,栃木,1-0,京都,栃木グ,4473,スカパー／ｅ２（録）／スカパー光／とちぎテレビ（録）
49,2011,Ｊ２,第９節第１日,04/30(土),13:03,鳥取,0-0,富山,とりスタ,3268,スカパー／ｅ２／スカパー光／日本海テレビ
50,2011,Ｊ２,第９節第１日,04/30(土),13:04,草津,1-0,熊本,正田スタ,3258,スカパー／ｅ２（録）／スカパー光／群馬テレビ（録）
51,2011,Ｊ２,第９節第１日,04/30(土),13:04,Ｆ東京,0-0,札幌,味スタ,17572,スカパー／ｅ２／スカパー光／ひかりＴＶ／ＴＯＫＹＯ　ＭＸ（録）
52,2011,Ｊ２,第９節第１日,04/30(土),13:05,湘南,0-1,横浜FC,平塚,10425,スカパー／ｅ２／スカパー光／ひかりＴＶ／ｔｖｋ（録）
53,2011,Ｊ２,第９節第１日,04/30(土),13:05,徳島,1-0,千葉,鳴門大塚,4462,スカパー／ｅ２（録）／スカパー光
54,2011,Ｊ２,第９節第１日,04/30(土),13:06,鳥栖,3-1,東京Ｖ,ベアスタ,5481,スカパー／ｅ２／スカパー光
55,2011,Ｊ２,第９節第１日,04/30(土),16:04,岡山,0-0,大分,カンスタ,8384,スカパー／ｅ２／スカパー光
56,2011,Ｊ２,第９節第１日,04/30(土),16:05,岐阜,2-1,水戸,長良川,5832,スカパー／ｅ２／スカパー光
57,2011,Ｊ２,第９節第１日,04/30(土),16:05,愛媛,0-3,北九州,ニンスタ,3456,スカパー／ｅ２／スカパー光
58,2011,Ｊ１,第９節第１日,05/03(火・祝),14:03,仙台,1-0,福岡,ユアスタ,15859,スカパー／ｅ２／スカパー光／ＮＨＫ仙台／ＮＨＫ福岡
59,2011,Ｊ１,第９節第１日,05/03(火・祝),14:03,山形,2-1,柏,ＮＤスタ,10414,スカパー／ｅ２／スカパー光／ＢＳ（録）／ＮＨＫ山形
60,2011,Ｊ１,第９節第１日,05/03(火・祝),14:03,浦和,0-2,横浜FM,埼玉,47056,スカパー／ｅ２／スカパー光／ＮＨＫ総合
61,2011,Ｊ１,第９節第１日,05/03(火・祝),14:03,甲府,1-1,大宮,中銀スタ,12056,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ甲府
62,2011,Ｊ１,第９節第１日,05/03(火・祝),14:03,新潟,1-0,神戸,東北電ス,30610,スカパー／ｅ２／スカパー光／ＮＨＫ新潟／ＮＨＫ神戸
63,2011,Ｊ１,第９節第１日,05/03(火・祝),14:05,川崎Ｆ,1-0,磐田,等々力,18449,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
64,2011,Ｊ１,第９節第１日,05/03(火・祝),15:04,清水,0-1,広島,アウスタ,18847,スカパー／ｅ２／スカパー光／静岡放送
65,2011,Ｊ２,第１０節第１日,05/04(水・祝),13:04,水戸,0-0,湘南,Ｋｓスタ,4086,スカパー／ｅ２（録）／スカパー光
66,2011,Ｊ２,第１０節第１日,05/04(水・祝),13:04,京都,0-0,鳥栖,西京極,8924,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
67,2011,Ｊ２,第１０節第１日,05/04(水・祝),13:05,大分,2-2,徳島,大銀ド,8829,スカパー／ｅ２／スカパー光
68,2011,Ｊ２,第１０節第１日,05/04(水・祝),14:03,千葉,2-1,愛媛,フクアリ,11834,スカパー／ｅ２／スカパー光
69,2011,Ｊ２,第１０節第１日,05/04(水・祝),14:04,札幌,1-0,草津,札幌ド,12386,スカパー／ｅ２／スカパー光／北海道テレビ
70,2011,Ｊ２,第１０節第１日,05/04(水・祝),14:04,岡山,2-2,栃木,カンスタ,7323,スカパー／ｅ２（録）／スカパー光／山陽放送
71,2011,Ｊ２,第１０節第１日,05/04(水・祝),15:03,熊本,0-0,北九州,熊本,6948,スカパー／ｅ２（録）／スカパー光／熊本放送
72,2011,Ｊ２,第１０節第１日,05/04(水・祝),15:04,東京Ｖ,0-0,Ｆ東京,味スタ,28832,スカパー／ｅ２／スカパー光／ＢＳ
73,2011,Ｊ２,第１０節第１日,05/04(水・祝),16:03,横浜FC,0-1,鳥取,ニッパ球,5464,スカパー／ｅ２／スカパー光
74,2011,Ｊ２,第１０節第１日,05/04(水・祝),16:04,富山,1-0,岐阜,富山,4142,スカパー／ｅ２／スカパー光
75,2011,Ｊ１,第１０節第１日,05/07(土),13:04,広島,1-1,甲府,広島ビ,12481,スカパー／ｅ２／スカパー光／ひかりＴＶ
76,2011,Ｊ１,第１０節第１日,05/07(土),14:03,横浜FM,3-2,福岡,日産ス,13520,スカパー／ｅ２／スカパー光／ひかりＴＶ
77,2011,Ｊ１,第１０節第１日,05/07(土),14:03,磐田,4-0,山形,ヤマハ,8960,スカパー／ｅ２／スカパー光／静岡放送
78,2011,Ｊ１,第１０節第１日,05/07(土),14:03,神戸,1-0,川崎Ｆ,ホームズ,10364,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
79,2011,Ｊ１,第１０節第１日,05/07(土),15:04,名古屋,1-1,清水,瑞穂陸,11559,スカパー／ｅ２／スカパー光／ＢＳ／東海テレビ（録）
80,2011,Ｊ１,第１０節第１日,05/07(土),15:05,大宮,0-0,新潟,ＮＡＣＫ,9094,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
81,2011,Ｊ１,第１０節第１日,05/07(土),16:05,柏,3-1,浦和,国立,24222,スカパー／ｅ２／スカパー光
82,2011,Ｊ１,第１０節第１日,05/07(土),19:03,Ｃ大阪,1-1,仙台,金鳥スタ,11576,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
83,2011,Ｊ２,第１１節第１日,05/08(日),13:03,栃木,2-1,横浜FC,栃木グ,6105,スカパー／ｅ２／スカパー光／とちぎテレビ（録）／ひかりＴＶ
84,2011,Ｊ２,第１１節第１日,05/08(日),13:03,鳥栖,2-1,大分,ベアスタ,8614,スカパー／ｅ２／スカパー光
85,2011,Ｊ２,第１１節第１日,05/08(日),13:04,草津,1-2,岡山,正田スタ,2416,スカパー／ｅ２／スカパー光
86,2011,Ｊ２,第１１節第１日,05/08(日),13:05,徳島,2-1,京都,鳴門大塚,4694,スカパー／ｅ２／スカパー光／ＮＨＫ徳島
87,2011,Ｊ２,第１１節第１日,05/08(日),16:03,湘南,1-1,愛媛,平塚,7159,スカパー／ｅ２／スカパー光
88,2011,Ｊ２,第１１節第１日,05/08(日),16:03,熊本,1-0,札幌,熊本,5709,スカパー／ｅ２／スカパー光／ひかりＴＶ
89,2011,Ｊ２,第１１節第１日,05/08(日),16:04,Ｆ東京,1-0,富山,味スタ,14174,スカパー／ｅ２／スカパー光
90,2011,Ｊ２,第１１節第１日,05/08(日),19:03,鳥取,0-1,千葉,とりスタ,3560,スカパー／ｅ２／スカパー光
91,2011,Ｊ２,第１１節第１日,05/08(日),19:03,北九州,1-0,水戸,本城,3199,スカパー／ｅ２／スカパー光
92,2011,Ｊ２,第１１節第１日,05/08(日),19:04,岐阜,1-3,東京Ｖ,長良川,3083,スカパー／ｅ２／スカパー光
93,2011,Ｊ１,第１１節第１日,05/14(土),13:04,仙台,3-3,磐田,ユアスタ,11544,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／東日本放送
94,2011,Ｊ１,第１１節第１日,05/14(土),13:04,山形,0-1,大宮,ＮＤスタ,7435,スカパー／ｅ２／スカパー光
95,2011,Ｊ１,第１１節第１日,05/14(土),14:04,新潟,0-3,柏,東北電ス,25312,スカパー／ｅ２／スカパー光／ＢＳ（録）
96,2011,Ｊ１,第１１節第１日,05/14(土),14:04,清水,1-5,神戸,アウスタ,14350,スカパー／ｅ２／スカパー光／テレビ静岡
97,2011,Ｊ１,第１１節第１日,05/14(土),15:04,広島,3-2,横浜FM,広島ビ,17004,スカパー／ｅ２／スカパー光／ＮＨＫ広島
98,2011,Ｊ２,第１２節第１日,05/14(土),13:05,水戸,0-0,熊本,Ｋｓスタ,2694,スカパー／ｅ２（録）／スカパー光
99,2011,Ｊ２,第１２節第１日,05/14(土),14:02,愛媛,0-1,徳島,ニンスタ,5622,スカパー／ｅ２（録）／スカパー光／ＮＨＫ松山／ＮＨＫ徳島
100,2011,Ｊ２,第１２節第１日,05/14(土),14:03,東京Ｖ,4-0,北九州,味スタ,3126,スカパー／ｅ２／スカパー光
101,2011,Ｊ２,第１２節第１日,05/14(土),14:03,横浜FC,1-1,岐阜,ニッパ球,3174,スカパー／ｅ２（録）／スカパー光
102,2011,Ｊ２,第１２節第１日,05/14(土),16:05,草津,2-1,Ｆ東京,正田スタ,6520,スカパー／ｅ２／スカパー光／群馬テレビ（録）
103,2011,Ｊ１,第１１節第２日,05/15(日),13:03,甲府,3-1,名古屋,中銀スタ,14075,スカパー／ｅ２／スカパー光
104,2011,Ｊ１,第１１節第２日,05/15(日),15:03,福岡,2-3,Ｇ大阪,レベスタ,18403,スカパー／ｅ２／スカパー光（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
105,2011,Ｊ１,第１１節第２日,05/15(日),15:05,浦和,1-1,Ｃ大阪,埼玉,31571,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／テレ玉
106,2011,Ｊ１,第１１節第２日,05/15(日),16:03,川崎Ｆ,3-2,鹿島,等々力,19643,スカパー／ｅ２／スカパー光
107,2011,Ｊ２,第１２節第２日,05/15(日),13:04,京都,0-0,富山,西京極,5464,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
108,2011,Ｊ２,第１２節第２日,05/15(日),13:05,大分,1-0,栃木,大銀ド,7133,スカパー／ｅ２／スカパー光
109,2011,Ｊ２,第１２節第２日,05/15(日),14:03,札幌,2-0,鳥取,札幌ド,9326,スカパー／ｅ２／スカパー光／ＮＨＫ札幌
110,2011,Ｊ２,第１２節第２日,05/15(日),16:03,千葉,2-1,岡山,フクアリ,10330,スカパー／ｅ２／スカパー光
111,2011,Ｊ２,第１２節第２日,05/15(日),16:03,湘南,1-0,鳥栖,平塚,6658,スカパー／ｅ２／スカパー光
112,2011,Ｊ１,第１２節第１日,05/20(金),19:04,Ｃ大阪,3-3,川崎Ｆ,金鳥スタ,7712,スカパー／ｅ２／スカパー光
113,2011,Ｊ１,第１２節第２日,05/21(土),14:03,磐田,4-1,福岡,ヤマハ,12372,スカパー／ｅ２／スカパー光
114,2011,Ｊ１,第１２節第２日,05/21(土),15:05,横浜FM,4-0,甲府,日産ス,17751,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
115,2011,Ｊ１,第１２節第２日,05/21(土),16:03,浦和,2-2,鹿島,埼玉,37521,スカパー／ｅ２／スカパー光
116,2011,Ｊ１,第１２節第２日,05/21(土),16:03,名古屋,0-0,柏,豊田ス,21506,スカパー／ｅ２／スカパー光／ＮＨＫ名古屋
117,2011,Ｊ１,第１２節第２日,05/21(土),19:04,Ｇ大阪,2-1,新潟,万博,15978,スカパー／ｅ２／スカパー光／ＢＳ
118,2011,Ｊ１,第１２節第２日,05/21(土),19:04,神戸,1-0,広島,ホームズ,15520,スカパー／ｅ２／スカパー光
119,2011,Ｊ２,第１３節第１日,05/21(土),13:04,鳥栖,1-0,札幌,ベアスタ,4248,スカパー／ｅ２／スカパー光
120,2011,Ｊ２,第１３節第１日,05/21(土),13:04,熊本,1-1,千葉,水前寺,4349,スカパー／ｅ２／スカパー光／熊本県民テレビ
121,2011,Ｊ２,第１３節第１日,05/21(土),17:03,岡山,1-0,横浜FC,カンスタ,9374,スカパー／ｅ２／スカパー光
122,2011,Ｊ１,第１２節第３日,05/22(日),13:04,山形,0-1,仙台,ＮＤスタ,18008,スカパー／ｅ２／スカパー光
123,2011,Ｊ１,第１２節第３日,05/22(日),16:03,大宮,1-4,清水,ＮＡＣＫ,6668,スカパー／ｅ２／スカパー光／テレ玉
124,2011,Ｊ２,第１３節第２日,05/22(日),13:03,栃木,1-2,愛媛,栃木グ,3140,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
125,2011,Ｊ２,第１３節第２日,05/22(日),13:03,北九州,1-0,京都,本城,2911,スカパー／ｅ２／スカパー光
126,2011,Ｊ２,第１３節第２日,05/22(日),13:04,大分,0-0,東京Ｖ,大銀ド,7817,スカパー／ｅ２／スカパー光／ひかりＴＶ
127,2011,Ｊ２,第１３節第２日,05/22(日),16:03,鳥取,1-1,水戸,とりスタ,2659,スカパー／ｅ２／スカパー光
128,2011,Ｊ２,第１３節第２日,05/22(日),16:04,Ｆ東京,1-1,湘南,味スタ,15423,スカパー／ｅ２／スカパー光
129,2011,Ｊ２,第１３節第２日,05/22(日),16:04,富山,2-3,草津,富山,2985,スカパー／ｅ２／スカパー光
130,2011,Ｊ２,第１３節第２日,05/22(日),19:04,岐阜,0-2,徳島,長良川,4163,スカパー／ｅ２／スカパー光
131,2011,Ｊ２,第１４節第１日,05/27(金),19:04,愛媛,2-0,岐阜,ニンスタ,1982,スカパー／ｅ２／スカパー光／ひかりＴＶ
132,2011,Ｊ１,第１３節第１日,05/28(土),13:03,仙台,1-1,横浜FM,ユアスタ,15181,スカパー／ｅ２／スカパー光
133,2011,Ｊ１,第１３節第１日,05/28(土),14:02,浦和,1-1,新潟,埼玉,25272,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＴＢＳ（単）
134,2011,Ｊ１,第１３節第１日,05/28(土),14:03,柏,3-0,神戸,柏,6855,スカパー／ｅ２／スカパー光／ひかりＴＶ
135,2011,Ｊ１,第１３節第１日,05/28(土),14:04,清水,0-0,磐田,アウスタ,12678,スカパー／ｅ２／スカパー光
136,2011,Ｊ１,第１３節第１日,05/28(土),16:03,甲府,1-1,山形,中銀スタ,7582,スカパー／ｅ２／スカパー光
137,2011,Ｊ２,第１４節第２日,05/28(土),13:05,水戸,0-5,鳥栖,Ｋｓスタ,1794,スカパー／ｅ２／スカパー光
138,2011,Ｊ２,第１４節第２日,05/28(土),13:05,徳島,0-4,栃木,鳴門大塚,2165,スカパー／ｅ２／スカパー光／四国放送／ひかりＴＶ
139,2011,Ｊ２,第１４節第２日,05/28(土),16:03,横浜FC,1-2,熊本,ニッパ球,1853,スカパー／ｅ２／スカパー光
140,2011,Ｊ２,第１４節第２日,05/28(土),16:04,京都,1-4,Ｆ東京,西京極,5330,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
141,2011,Ｊ１,第１３節第２日,05/29(日),13:05,Ｃ大阪,0-1,大宮,金鳥スタ,5351,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳーＴＢＳ
142,2011,Ｊ１,第１３節第２日,05/29(日),16:03,川崎Ｆ,2-1,Ｇ大阪,等々力,14056,スカパー／ｅ２／スカパー光
143,2011,Ｊ１,第１３節第２日,05/29(日),16:03,名古屋,5-2,福岡,豊田ス,11132,スカパー／ｅ２／スカパー光／中京テレビ（録）
144,2011,Ｊ１,第１３節第２日,05/29(日),19:04,広島,2-1,鹿島,広島ビ,8049,スカパー／ｅ２／スカパー光／ＢＳ／ひかりＴＶ
145,2011,Ｊ２,第１４節第３日,05/29(日),13:03,湘南,2-0,草津,平塚,4705,スカパー／ｅ２／スカパー光
146,2011,Ｊ２,第１４節第３日,05/29(日),13:03,北九州,2-1,富山,本城,1336,スカパー／ｅ２／スカパー光
147,2011,Ｊ２,第１４節第３日,05/29(日),13:04,札幌,2-1,岡山,札幌厚別,5567,スカパー／ｅ２／スカパー光
148,2011,Ｊ２,第１４節第３日,05/29(日),16:03,千葉,3-2,大分,フクアリ,7216,スカパー／ｅ２／スカパー光
149,2011,Ｊ２,第１４節第３日,05/29(日),16:03,東京Ｖ,0-0,鳥取,国立,2322,スカパー／ｅ２／スカパー光
150,2011,Ｊ２,第１５節第１日,06/04(土),13:03,栃木,0-0,水戸,栃木グ,3931,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
151,2011,Ｊ２,第１５節第１日,06/04(土),13:04,鳥栖,1-1,徳島,ベアスタ,5242,スカパー／ｅ２／スカパー光
152,2011,Ｊ２,第１５節第１日,06/04(土),15:04,横浜FC,2-1,東京Ｖ,ニッパ球,4442,スカパー／ｅ２／スカパー光／ＢＳ
153,2011,Ｊ２,第１５節第１日,06/04(土),16:04,草津,3-1,千葉,正田スタ,6054,スカパー／ｅ２／スカパー光
154,2011,Ｊ２,第１５節第１日,06/04(土),16:05,大分,0-1,札幌,大銀ド,7788,スカパー／ｅ２／スカパー光
155,2011,Ｊ２,第１５節第１日,06/04(土),17:04,富山,1-1,熊本,富山,2390,スカパー／ｅ２／スカパー光／ひかりＴＶ
156,2011,Ｊ２,第１５節第１日,06/04(土),19:03,岡山,3-0,北九州,カンスタ,8121,スカパー／ｅ２／スカパー光
157,2011,Ｊ２,第１５節第１日,06/04(土),19:04,岐阜,0-1,湘南,長良川,5004,スカパー／ｅ２／スカパー光
158,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:00,浦和,2-0,山形,埼玉,23275,フジテレビＴＷＯ
159,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:00,柏,0-1,仙台,柏,8769,
160,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:00,横浜FM,1-1,神戸,ニッパ球,8101,
161,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:00,磐田,2-0,福岡,ヤマハ,9440,
162,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:00,広島,2-2,川崎Ｆ,広島ビ,12498,フジテレビＮＥＸＴ／テレビ新広島（録）
163,2011,ＹＮＣ,１回戦第１戦,06/05(日),15:01,甲府,1-0,清水,中銀スタ,10466,
164,2011,Ｊ２,第１５節第２日,06/05(日),13:03,鳥取,2-1,京都,とりスタ,3406,スカパー／ｅ２／スカパー光／ＮＨＫ鳥取／ひかりＴＶ
165,2011,Ｊ２,第１５節第２日,06/05(日),14:04,Ｆ東京,1-1,愛媛,駒沢,13105,スカパー／ｅ２／スカパー光
166,2011,Ｊ１,第１４節第１日,06/11(土),13:03,新潟,0-1,広島,東北電ス,22196,スカパー／ｅ２／スカパー光
167,2011,Ｊ１,第１４節第１日,06/11(土),14:01,横浜FM,0-2,柏,日産ス,17597,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＴＢＳ（単）
168,2011,Ｊ１,第１４節第１日,06/11(土),14:03,磐田,0-1,名古屋,ヤマハ,12067,スカパー／ｅ２／スカパー光／静岡放送
169,2011,Ｊ１,第１４節第１日,06/11(土),14:03,福岡,0-3,Ｃ大阪,レベスタ,6202,スカパー／ｅ２／スカパー光／ＮＨＫ福岡
170,2011,Ｊ１,第１４節第１日,06/11(土),16:04,山形,0-2,鹿島,ＮＤスタ,11012,スカパー／ｅ２／スカパー光
171,2011,Ｊ１,第１４節第１日,06/11(土),17:05,川崎Ｆ,2-2,甲府,等々力,13111,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ（録）
172,2011,Ｊ１,第１４節第１日,06/11(土),17:05,神戸,1-1,仙台,ホームズ,13034,スカパー／ｅ２／スカパー光
173,2011,Ｊ１,第１４節第１日,06/11(土),19:03,大宮,2-2,浦和,ＮＡＣＫ,12221,スカパー／ｅ２／スカパー光
174,2011,Ｊ１,第１４節第１日,06/11(土),19:04,Ｇ大阪,2-2,清水,万博,16315,スカパー／ｅ２／スカパー光／ＢＳ／ひかりＴＶ
175,2011,Ｊ２,第１６節第１日,06/12(日),13:03,札幌,0-2,横浜FC,室蘭,7330,スカパー／ｅ２／スカパー光／ひかりＴＶ
