,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
17,2015,Ｊ２,第１節第１日,03/08(日),14:05,徳島,0-0,愛媛,鳴門大塚,7860,スカパー！／スカパー！プレミアムサービス
18,2015,Ｊ２,第１節第１日,03/08(日),16:03,讃岐,2-0,大分,丸亀,4198,スカパー！／スカパー！プレミアムサービス
19,2015,Ｊ２,第１節第１日,03/08(日),16:03,栃木,1-2,札幌,栃木グ,7146,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
20,2015,Ｊ２,第１節第１日,03/08(日),16:03,東京Ｖ,1-1,Ｃ大阪,味スタ,12217,スカパー！／スカパー！プレミアムサービス
21,2015,Ｊ１ １ｓｔ,第２節第１日,03/13(金),19:03,柏,1-1,仙台,柏,9082,スカパー！／スカパー！プレミアムサービス
22,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),13:02,新潟,0-0,清水,デンカＳ,19537,スカパー！／スカパー！プレミアムサービス／新潟総合テレビ
23,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),14:03,鹿島,1-2,湘南,カシマ,17295,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸
24,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),14:04,甲府,1-0,名古屋,中銀スタ,11851,スカパー！／スカパー！プレミアムサービス／ＮＨＫ甲府／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津
25,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),14:06,FC東京,0-0,横浜FM,味スタ,30492,スカパー！／スカパー！プレミアムサービス／ＴＢＳ／ＴＯＫＹＯ　ＭＸ（録）
26,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),15:04,浦和,1-0,山形,埼玉,40802,スカパー！／スカパー！プレミアムサービス
27,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),15:05,川崎Ｆ,2-2,神戸,等々力,21689,スカパー！／スカパー！プレミアムサービス
28,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),18:34,鳥栖,1-0,Ｇ大阪,ベアスタ,17695,スカパー！／スカパー！プレミアムサービス
29,2015,Ｊ１ １ｓｔ,第２節第２日,03/14(土),19:04,松本,1-2,広島,松本,17091,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
30,2015,Ｊ２,第２節第１日,03/15(日),13:03,北九州,2-0,徳島,本城,3556,スカパー！／スカパー！プレミアムサービス／ＮＨＫ北九州
31,2015,Ｊ２,第２節第１日,03/15(日),13:03,大分,0-1,岡山,大銀ド,8310,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分
32,2015,Ｊ２,第２節第１日,03/15(日),13:03,札幌,0-1,長崎,札幌ド,18086,スカパー！／スカパー！プレミアムサービス／北海道文化放送
33,2015,Ｊ２,第２節第１日,03/15(日),13:04,金沢,3-0,東京Ｖ,石川西部,6104,スカパー！／スカパー！プレミアムサービス
34,2015,Ｊ２,第２節第１日,03/15(日),13:04,岐阜,1-0,讃岐,長良川,8332,スカパー！／スカパー！プレミアムサービス／ＮＨＫ岐阜／ＮＨＫ高松
35,2015,Ｊ２,第２節第１日,03/15(日),13:05,熊本,2-2,群馬,水前寺,5075,スカパー！／スカパー！プレミアムサービス／ＮＨＫ熊本／ＮＨＫ前橋
36,2015,Ｊ２,第２節第１日,03/15(日),13:05,愛媛,2-1,福岡,ニンスタ,2489,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山／ＮＨＫ福岡
37,2015,Ｊ２,第２節第１日,03/15(日),14:04,京都,0-2,磐田,西京極,16920,スカパー！／スカパー！プレミアムサービス
38,2015,Ｊ２,第２節第１日,03/15(日),16:03,横浜FC,1-1,栃木,ニッパツ,6794,スカパー！／スカパー！プレミアムサービス
39,2015,Ｊ２,第２節第１日,03/15(日),16:04,千葉,2-0,水戸,フクアリ,13544,スカパー！／スカパー！プレミアムサービス
40,2015,Ｊ２,第２節第１日,03/15(日),17:04,Ｃ大阪,3-1,大宮,ヤンマー,15584,スカパー！／スカパー！プレミアムサービス
41,2015,Ｊ３,第１節第１日,03/15(日),13:00,相模原,3-0,J-22,ギオンス,3061,
42,2015,Ｊ３,第１節第１日,03/15(日),13:00,琉球,0-1,YS横浜,沖縄県陸,2646,
43,2015,Ｊ３,第１節第１日,03/15(日),13:00,福島,0-2,藤枝,とうスタ,1883,
44,2015,Ｊ３,第１節第１日,03/15(日),13:05,富山,1-0,秋田,富山,4542,
45,2015,Ｊ３,第１節第１日,03/15(日),14:00,町田,0-0,長野,町田,7803,
46,2015,Ｊ３,第１節第１日,03/15(日),15:34,山口,2-1,鳥取,維新公園,7194,山口朝日放送
47,2015,ＹＮＣ 予選Ａグループ,第１節,03/18(水),19:04,鳥栖,2-1,松本,ベアスタ,4741,スカパー！／スカパー！プレミアムサービス
48,2015,ＹＮＣ 予選Ａグループ,第１節,03/18(水),19:04,FC東京,2-1,新潟,味スタ,9476,フジテレビＮＥＸＴ／スカパー！プレミアムサービス
49,2015,ＹＮＣ 予選Ａグループ,第１節,03/18(水),19:04,湘南,1-0,甲府,ＢＭＷス,5541,スカパー！／スカパー！プレミアムサービス
50,2015,ＹＮＣ 予選Ｂグループ,第１節,03/18(水),19:03,川崎Ｆ,1-3,名古屋,等々力,12253,フジテレビＯＮＥ／スカパー！プレミアムサービス
51,2015,ＹＮＣ 予選Ｂグループ,第１節,03/18(水),19:04,山形,3-1,清水,ＮＤスタ,4025,スカパー！／スカパー！プレミアムサービス
52,2015,ＹＮＣ 予選Ｂグループ,第１節,03/18(水),19:35,仙台,1-0,横浜FM,ユアスタ,7099,スカパー！／スカパー！プレミアムサービス
53,2015,Ｊ２,第３節第１日,03/20(金),19:03,金沢,1-2,横浜FC,石川西部,4652,スカパー！／スカパー！プレミアムサービス
54,2015,Ｊ２,第３節第２日,03/21(土・祝),13:03,栃木,1-1,千葉,栃木グ,5479,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
55,2015,Ｊ２,第３節第２日,03/21(土・祝),13:03,東京Ｖ,2-0,水戸,味スタ,3514,スカパー！／スカパー！プレミアムサービス
56,2015,Ｊ２,第３節第２日,03/21(土・祝),13:04,群馬,1-1,大分,正田スタ,4135,スカパー！／スカパー！プレミアムサービス
57,2015,Ｊ２,第３節第２日,03/21(土・祝),14:03,岡山,1-1,Ｃ大阪,Ｃスタ,15820,スカパー！／スカパー！プレミアムサービス
58,2015,Ｊ２,第３節第２日,03/21(土・祝),14:03,札幌,2-1,福岡,札幌ド,10889,スカパー！／スカパー！プレミアムサービス
59,2015,Ｊ２,第３節第２日,03/21(土・祝),14:04,徳島,1-0,岐阜,鳴門大塚,4733,スカパー！／スカパー！プレミアムサービス
60,2015,Ｊ２,第３節第２日,03/21(土・祝),14:04,愛媛,0-1,熊本,ニンスタ,2278,スカパー！／スカパー！プレミアムサービス
61,2015,Ｊ２,第３節第２日,03/21(土・祝),17:03,讃岐,1-0,磐田,丸亀,4334,スカパー！／スカパー！プレミアムサービス
62,2015,Ｊ２,第３節第２日,03/21(土・祝),17:04,大宮,2-1,京都,ＮＡＣＫ,7173,スカパー！／スカパー！プレミアムサービス／テレ玉
63,2015,Ｊ２,第３節第２日,03/21(土・祝),18:03,長崎,2-0,北九州,長崎県立,3754,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長崎
64,2015,Ｊ３,第２節第１日,03/21(土・祝),13:00,山口,8-0,J-22,維新公園,3348,
65,2015,Ｊ３,第２節第１日,03/21(土・祝),13:01,YS横浜,0-1,町田,ニッパツ,1723,
66,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:03,新潟,3-2,柏,デンカＳ,18193,スカパー！／スカパー！プレミアムサービス
67,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,甲府,0-2,Ｇ大阪,中銀スタ,13047,スカパー！／スカパー！プレミアムサービス
68,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,広島,0-0,浦和,Ｅスタ,26302,スカパー！／スカパー！プレミアムサービス
69,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,清水,0-1,松本,アイスタ,19103,スカパー！／スカパー！プレミアムサービス
70,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),15:03,横浜FM,1-0,鳥栖,ニッパツ,13529,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
71,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),16:04,湘南,0-0,仙台,ＢＭＷス,11315,スカパー！／スカパー！プレミアムサービス
72,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),17:04,神戸,0-2,FC東京,ノエスタ,21218,スカパー！／スカパー！プレミアムサービス
73,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),17:04,名古屋,1-1,鹿島,瑞穂陸,16053,スカパー！／スカパー！プレミアムサービス
74,2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),19:04,山形,1-0,川崎Ｆ,ＮＤスタ,12081,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
75,2015,Ｊ３,第２節第２日,03/22(日),13:00,福島,1-0,盛岡,とうスタ,1150,
76,2015,Ｊ３,第２節第２日,03/22(日),13:00,鳥取,2-1,富山,とりスタ,2684,
77,2015,Ｊ３,第２節第２日,03/22(日),13:02,藤枝,0-0,琉球,藤枝サ,1413,
78,2015,Ｊ３,第２節第２日,03/22(日),13:18,長野,1-2,相模原,南長野,8681,スカパー！／スカパー！プレミアムサービス／信越放送
79,2015,ＹＮＣ 予選Ａグループ,第２節,03/28(土),14:00,新潟,0-0,広島,デンカＳ,12049,スカパー！／スカパー！プレミアムサービス
80,2015,ＹＮＣ 予選Ａグループ,第２節,03/28(土),17:03,鳥栖,0-0,湘南,ベアスタ,7694,スカパー！／スカパー！プレミアムサービス
81,2015,ＹＮＣ 予選Ａグループ,第２節,03/28(土),17:03,松本,1-1,FC東京,松本,13870,スカパー！／スカパー！プレミアムサービス
82,2015,ＹＮＣ 予選Ｂグループ,第２節,03/28(土),14:03,横浜FM,2-0,清水,ニッパツ,10192,フジテレビＯＮＥ／スカパー！プレミアムサービス
83,2015,ＹＮＣ 予選Ｂグループ,第２節,03/28(土),14:04,名古屋,3-2,仙台,瑞穂陸,6918,スカパー！／スカパー！プレミアムサービス
84,2015,ＹＮＣ 予選Ｂグループ,第２節,03/28(土),17:04,神戸,3-1,山形,ノエスタ,5617,スカパー！／スカパー！プレミアムサービス
85,2015,Ｊ２,第４節第１日,03/29(日),13:03,水戸,3-1,愛媛,笠松,4730,スカパー！／スカパー！プレミアムサービス
86,2015,Ｊ２,第４節第１日,03/29(日),13:03,長崎,1-1,東京Ｖ,長崎県立,3446,スカパー！／スカパー！プレミアムサービス
87,2015,Ｊ２,第４節第１日,03/29(日),13:03,栃木,2-1,徳島,栃木グ,2846,スカパー！／スカパー！プレミアムサービス
88,2015,Ｊ２,第４節第１日,03/29(日),13:04,磐田,2-1,大分,ヤマハ,7748,スカパー！／スカパー！プレミアムサービス
89,2015,Ｊ２,第４節第１日,03/29(日),13:04,岐阜,0-2,金沢,長良川,3934,スカパー！／スカパー！プレミアムサービス／岐阜放送
90,2015,Ｊ２,第４節第１日,03/29(日),13:06,福岡,1-0,熊本,レベスタ,8361,スカパー！／スカパー！プレミアムサービス
91,2015,Ｊ２,第４節第１日,03/29(日),14:04,京都,1-1,讃岐,西京極,4420,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
92,2015,Ｊ２,第４節第１日,03/29(日),15:03,北九州,0-1,群馬,本城,2267,スカパー！／スカパー！プレミアムサービス
93,2015,Ｊ２,第４節第１日,03/29(日),16:03,千葉,1-0,岡山,フクアリ,9177,スカパー！／スカパー！プレミアムサービス
94,2015,Ｊ２,第４節第１日,03/29(日),16:04,大宮,1-1,札幌,ＮＡＣＫ,10491,スカパー！／スカパー！プレミアムサービス
95,2015,Ｊ２,第４節第１日,03/29(日),16:04,Ｃ大阪,2-0,横浜FC,ヤンマー,14518,スカパー！／スカパー！プレミアムサービス
96,2015,Ｊ３,第３節第１日,03/29(日),13:00,盛岡,0-0,富山,盛岡南,1938,
97,2015,Ｊ３,第３節第１日,03/29(日),13:00,相模原,0-2,鳥取,ギオンス,2021,
98,2015,Ｊ３,第３節第１日,03/29(日),13:00,藤枝,0-1,長野,藤枝サ,1039,
99,2015,Ｊ３,第３節第１日,03/29(日),13:00,琉球,2-1,J-22,沖縄県陸,1453,
100,2015,Ｊ３,第３節第１日,03/29(日),13:02,YS横浜,0-1,福島,ニッパツ,803,
101,2015,Ｊ３,第３節第１日,03/29(日),14:00,町田,0-1,秋田,町田,2853,
102,2015,Ｊ２,第５節第１日,04/01(水),19:03,熊本,2-2,徳島,うまスタ,4072,スカパー！／スカパー！プレミアムサービス
103,2015,Ｊ２,第５節第１日,04/01(水),19:03,岡山,0-0,大宮,Ｃスタ,8153,スカパー！／スカパー！プレミアムサービス
104,2015,Ｊ２,第５節第１日,04/01(水),19:03,金沢,3-1,愛媛,石川西部,1227,スカパー！／スカパー！プレミアムサービス
105,2015,Ｊ２,第５節第１日,04/01(水),19:03,札幌,1-2,京都,札幌ド,8193,スカパー！／スカパー！プレミアムサービス
106,2015,Ｊ２,第５節第１日,04/01(水),19:03,大分,6-2,岐阜,大銀ド,5122,スカパー！／スカパー！プレミアムサービス
107,2015,Ｊ２,第５節第１日,04/01(水),19:03,讃岐,0-0,水戸,丸亀,2152,スカパー！／スカパー！プレミアムサービス
108,2015,Ｊ２,第５節第１日,04/01(水),19:03,横浜FC,2-2,福岡,ニッパツ,2208,スカパー！／スカパー！プレミアムサービス
109,2015,Ｊ２,第５節第１日,04/01(水),19:03,東京Ｖ,2-0,北九州,味フィ西,2707,スカパー！／スカパー！プレミアムサービス
110,2015,Ｊ２,第５節第１日,04/01(水),19:03,千葉,4-4,Ｃ大阪,フクアリ,12516,スカパー！／スカパー！プレミアムサービス
111,2015,Ｊ２,第５節第１日,04/01(水),19:04,磐田,3-0,栃木,ヤマハ,6946,スカパー！／スカパー！プレミアムサービス
112,2015,Ｊ２,第５節第１日,04/01(水),19:04,群馬,0-1,長崎,正田スタ,1767,スカパー！／スカパー！プレミアムサービス
113,2015,Ｊ１ １ｓｔ,第４節第１日,04/03(金),19:04,鹿島,3-1,鳥栖,カシマ,8539,スカパー！／スカパー！プレミアムサービス
114,2015,Ｊ１ １ｓｔ,第４節第１日,04/03(金),19:04,Ｇ大阪,3-1,名古屋,万博,10702,スカパー！／スカパー！プレミアムサービス
115,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),13:34,仙台,2-1,清水,ユアスタ,14706,スカパー！／スカパー！プレミアムサービス／ミヤギテレビ
116,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),14:04,山形,1-2,湘南,ＮＤスタ,7321,スカパー！／スカパー！プレミアムサービス
117,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),15:03,川崎Ｆ,4-1,新潟,等々力,17643,スカパー！／スカパー！プレミアムサービス
118,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),15:05,浦和,1-0,松本,埼玉,37154,スカパー！／スカパー！プレミアムサービス
119,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),16:03,FC東京,1-0,甲府,味スタ,20743,スカパー！／スカパー！プレミアムサービス
120,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),18:34,広島,0-1,神戸,Ｅスタ,11577,スカパー！／スカパー！プレミアムサービス
121,2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),19:04,柏,1-2,横浜FM,柏,12378,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
122,2015,Ｊ２,第６節第１日,04/05(日),13:03,長崎,1-0,栃木,長崎県立,2858,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ
123,2015,Ｊ２,第６節第１日,04/05(日),13:03,札幌,1-1,東京Ｖ,札幌ド,9485,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌
124,2015,Ｊ２,第６節第１日,04/05(日),13:03,金沢,2-1,群馬,石川西部,1701,スカパー！／スカパー！プレミアムサービス／ＮＨＫ金沢
125,2015,Ｊ２,第６節第１日,04/05(日),13:04,福岡,1-0,水戸,レベスタ,4553,スカパー！／スカパー！プレミアムサービス
126,2015,Ｊ２,第６節第１日,04/05(日),13:04,岐阜,0-2,Ｃ大阪,長良川,8139,スカパー！／スカパー！プレミアムサービス／岐阜放送
127,2015,Ｊ２,第６節第１日,04/05(日),14:03,横浜FC,2-3,磐田,ニッパツ,5921,スカパー！／スカパー！プレミアムサービス
128,2015,Ｊ２,第６節第１日,04/05(日),14:04,愛媛,2-0,大分,ニンスタ,2211,スカパー！／スカパー！プレミアムサービス
129,2015,Ｊ２,第６節第１日,04/05(日),14:04,京都,0-2,千葉,西京極,4206,スカパー！／スカパー！プレミアムサービス
130,2015,Ｊ２,第６節第１日,04/05(日),15:03,北九州,2-0,讃岐,本城,2080,スカパー！／スカパー！プレミアムサービス
131,2015,Ｊ２,第６節第１日,04/05(日),16:04,徳島,1-2,岡山,鳴門大塚,5086,スカパー！／スカパー！プレミアムサービス
132,2015,Ｊ２,第６節第１日,04/05(日),16:04,大宮,2-0,熊本,ＮＡＣＫ,5428,スカパー！／スカパー！プレミアムサービス
133,2015,Ｊ３,第４節第１日,04/05(日),13:00,相模原,1-1,盛岡,ギオンス,1660,
134,2015,Ｊ３,第４節第１日,04/05(日),13:00,鳥取,2-0,J-22,とりスタ,1191,
135,2015,Ｊ３,第４節第１日,04/05(日),13:00,山口,3-0,藤枝,維新公園,1697,
136,2015,Ｊ３,第４節第１日,04/05(日),13:02,長野,2-1,琉球,南長野,3849,長野放送
137,2015,Ｊ３,第４節第１日,04/05(日),13:04,富山,1-2,町田,富山,2552,
138,2015,Ｊ３,第４節第１日,04/05(日),13:05,秋田,0-1,YS横浜,Ａ‐スタ,2757,秋田テレビ
139,2015,ＹＮＣ 予選Ａグループ,第３節,04/08(水),19:03,新潟,1-0,鳥栖,デンカＳ,6654,スカパー！／スカパー！プレミアムサービス
140,2015,ＹＮＣ 予選Ａグループ,第３節,04/08(水),19:04,広島,2-2,湘南,Ｅスタ,4684,スカパー！／スカパー！プレミアムサービス
141,2015,ＹＮＣ 予選Ａグループ,第３節,04/08(水),19:04,甲府,1-3,松本,中銀スタ,5125,スカパー！／スカパー！プレミアムサービス
142,2015,ＹＮＣ 予選Ｂグループ,第３節,04/08(水),19:04,清水,0-2,川崎Ｆ,アイスタ,4859,フジテレビＮＥＸＴ／スカパー！プレミアムサービス
143,2015,ＹＮＣ 予選Ｂグループ,第３節,04/08(水),19:04,山形,3-3,名古屋,ＮＤスタ,3588,スカパー！／スカパー！プレミアムサービス
144,2015,ＹＮＣ 予選Ｂグループ,第３節,04/08(水),19:34,仙台,0-0,神戸,ユアスタ,6206,スカパー！／スカパー！プレミアムサービス
145,2015,Ｊ２,第７節第１日,04/11(土),13:03,栃木,2-4,北九州,栃木グ,3125,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
146,2015,Ｊ２,第７節第１日,04/11(土),13:03,水戸,3-0,徳島,笠松,2290,スカパー！／スカパー！プレミアムサービス
147,2015,Ｊ２,第７節第１日,04/11(土),13:03,讃岐,0-0,札幌,丸亀,2779,スカパー！／スカパー！プレミアムサービス
148,2015,Ｊ２,第７節第１日,04/11(土),13:04,磐田,1-1,岡山,ヤマハ,8193,スカパー！／スカパー！プレミアムサービス
149,2015,Ｊ２,第７節第１日,04/11(土),13:04,群馬,0-1,愛媛,正田スタ,3228,スカパー！／スカパー！プレミアムサービス／群馬テレビ
150,2015,Ｊ２,第７節第１日,04/11(土),14:03,熊本,0-1,横浜FC,うまスタ,7040,スカパー！／スカパー！プレミアムサービス／熊本放送
151,2015,Ｊ２,第７節第１日,04/11(土),14:04,京都,1-4,長崎,西京極,6095,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
152,2015,Ｊ２,第７節第１日,04/11(土),15:03,千葉,2-0,大宮,フクアリ,11580,スカパー！／スカパー！プレミアムサービス
153,2015,Ｊ２,第７節第１日,04/11(土),16:03,大分,1-2,福岡,大銀ド,7332,スカパー！／スカパー！プレミアムサービス
154,2015,Ｊ２,第７節第１日,04/11(土),16:03,東京Ｖ,4-3,岐阜,味スタ,3178,スカパー！／スカパー！プレミアムサービス
155,2015,Ｊ２,第７節第１日,04/11(土),16:04,Ｃ大阪,0-2,金沢,金鳥スタ,10290,スカパー！／スカパー！プレミアムサービス
156,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),13:03,松本,1-3,柏,松本,18514,スカパー！／スカパー！プレミアムサービス／長野放送
157,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),14:04,横浜FM,1-1,仙台,日産ス,20207,スカパー！／スカパー！プレミアムサービス
158,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),14:04,名古屋,2-0,広島,豊田ス,15080,スカパー！／スカパー！プレミアムサービス／東海テレビ（録）
159,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),15:04,清水,2-3,Ｇ大阪,アイスタ,16027,スカパー！／スカパー！プレミアムサービス／静岡放送
160,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,神戸,4-1,甲府,ノエスタ,15494,スカパー！／スカパー！プレミアムサービス
161,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,湘南,0-1,FC東京,ＢＭＷス,14581,スカパー！／スカパー！プレミアムサービス
162,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,鳥栖,1-0,山形,ベアスタ,8852,スカパー！／スカパー！プレミアムサービス
163,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),17:03,川崎Ｆ,1-1,浦和,等々力,24992,スカパー！／スカパー！プレミアムサービス
164,2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),19:04,鹿島,1-1,新潟,カシマ,10261,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
165,2015,Ｊ３,第５節第１日,04/12(日),13:00,YS横浜,0-2,長野,ニッパツ,1117,
166,2015,Ｊ３,第５節第１日,04/12(日),13:00,藤枝,0-2,相模原,藤枝サ,1015,
167,2015,Ｊ３,第５節第１日,04/12(日),13:00,盛岡,1-2,J-22,盛岡南,1417,
168,2015,Ｊ３,第５節第１日,04/12(日),13:00,秋田,1-2,山口,Ａ‐スタ,1975,
169,2015,Ｊ３,第５節第１日,04/12(日),13:00,琉球,1-1,福島,沖縄県陸,974,
170,2015,Ｊ３,第５節第１日,04/12(日),14:00,町田,2-0,鳥取,町田,2843,
171,2015,Ｊ１ １ｓｔ,第６節第１日,04/16(木),19:04,柏,1-3,鹿島,柏,10076,スカパー！／スカパー！プレミアムサービス
172,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:03,新潟,2-2,神戸,デンカＳ,16068,スカパー！／スカパー！プレミアムサービス
173,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,仙台,2-3,川崎Ｆ,ユアスタ,13644,スカパー！／スカパー！プレミアムサービス
174,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,甲府,0-3,鳥栖,中銀スタ,8033,スカパー！／スカパー！プレミアムサービス
175,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,山形,0-0,松本,ＮＤスタ,7067,スカパー！／スカパー！プレミアムサービス
176,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),16:03,FC東京,1-2,広島,味スタ,24369,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）
177,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),17:04,浦和,2-1,横浜FM,埼玉,33793,スカパー！／スカパー！プレミアムサービス
178,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),18:34,湘南,0-2,Ｇ大阪,ＢＭＷス,14538,スカパー！／スカパー！プレミアムサービス
179,2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),19:04,名古屋,3-1,清水,パロ瑞穂,9986,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
180,2015,Ｊ３,第６節第１日,04/18(土),13:00,福島,1-1,秋田,とうスタ,913,
181,2015,Ｊ２,第８節第１日,04/19(日),13:03,金沢,1-0,讃岐,石川西部,2333,スカパー！／スカパー！プレミアムサービス
