,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team
0,2021-09-11,18,1,未定,富山,長野,,,富山
1,2021-09-11,18,2,未定,長良川,鳥取,,,岐阜
2,2021-09-11,18,3,未定,白波スタ,岩手,,,鹿児島
3,2021-09-12,18,4,未定,とうスタ,沼津,,,福島
4,2021-09-12,18,5,未定,ピカスタ,八戸,,,讃岐
5,2021-09-12,18,6,未定,夢スタ,藤枝,,,今治
6,2021-09-12,18,7,未定,ユニスタ,YS横浜,,,宮崎
0,2021-09-18,19,1,未定,プラスタ,富山,,,八戸
1,2021-09-18,19,2,未定,ニッパツ,今治,,,YS横浜
2,2021-09-18,19,3,未定,Ａｘｉｓ,鹿児島,,,鳥取
3,2021-09-19,19,4,未定,いわスタ,宮崎,,,岩手
4,2021-09-19,19,5,未定,長野Ｕ,熊本,,,長野
5,2021-09-19,19,6,未定,藤枝サ,福島,,,藤枝
6,2021-09-19,19,7,未定,愛鷹,讃岐,,,沼津
0,2021-09-25,20,1,未定,プラスタ,長野,,,八戸
1,2021-09-25,20,2,未定,白波スタ,岐阜,,,鹿児島
2,2021-09-26,20,3,未定,富山,鳥取,,,富山
3,2021-09-26,20,4,未定,ピカスタ,YS横浜,,,讃岐
4,2021-09-26,20,5,未定,夢スタ,岩手,,,今治
5,2021-09-26,20,6,未定,えがおＳ,福島,,,熊本
6,2021-09-26,20,7,未定,ユニスタ,沼津,,,宮崎
0,2021-10-02,21,1,未定,長良川,今治,,,岐阜
1,2021-10-02,21,2,未定,白波スタ,YS横浜,,,鹿児島
2,2021-10-03,21,3,未定,とうスタ,富山,,,福島
3,2021-10-03,21,4,未定,長野Ｕ,讃岐,,,長野
4,2021-10-03,21,5,未定,愛鷹,八戸,,,沼津
5,2021-10-03,21,6,未定,チュスタ,宮崎,,,鳥取
6,2021-10-03,21,7,未定,えがおＳ,藤枝,,,熊本
0,2021-10-09,22,1,未定,いわスタ,鳥取,,,岩手
1,2021-10-09,22,2,未定,ニッパツ,長野,,,YS横浜
2,2021-10-10,22,3,未定,プラスタ,熊本,,,八戸
3,2021-10-10,22,4,未定,とうスタ,鹿児島,,,福島
4,2021-10-10,22,5,未定,藤枝サ,沼津,,,藤枝
5,2021-10-10,22,6,未定,ピカスタ,岐阜,,,讃岐
6,2021-10-10,22,7,未定,夢スタ,宮崎,,,今治
0,2021-10-17,23,1,未定,プラスタ,福島,,,八戸
1,2021-10-17,23,2,未定,長野Ｕ,藤枝,,,長野
2,2021-10-17,23,3,未定,富山,讃岐,,,富山
3,2021-10-17,23,4,未定,長良川,岩手,,,岐阜
4,2021-10-17,23,5,未定,Ａｘｉｓ,YS横浜,,,鳥取
5,2021-10-17,23,6,未定,ユニスタ,鹿児島,,,宮崎
6,,23,7,未定,愛鷹,熊本,,,沼津
0,2021-10-23,24,1,未定,藤枝サ,岩手,,,藤枝
1,2021-10-23,24,2,未定,白波スタ,沼津,,,鹿児島
2,2021-10-24,24,3,未定,とうスタ,宮崎,,,福島
3,2021-10-24,24,4,未定,ニッパツ,八戸,,,YS横浜
4,2021-10-24,24,5,未定,長良川,長野,,,岐阜
5,2021-10-24,24,6,未定,えがおＳ,讃岐,,,熊本
6,,24,7,未定,夢スタ,富山,,,今治
0,2021-10-30,25,1,未定,いわスタ,福島,,,岩手
1,2021-10-30,25,2,未定,富山,YS横浜,,,富山
2,2021-10-31,25,3,未定,長野Ｕ,鳥取,,,長野
3,2021-10-31,25,4,未定,愛鷹,岐阜,,,沼津
4,2021-10-31,25,5,未定,ピカスタ,今治,,,讃岐
5,2021-10-31,25,6,未定,白波スタ,熊本,,,鹿児島
6,2021-10-31,25,7,未定,ユニスタ,藤枝,,,宮崎
0,2021-11-07,26,1,未定,プラスタ,鹿児島,,,八戸
1,2021-11-07,26,2,未定,北上,熊本,,,岩手
2,2021-11-07,26,3,未定,ニッパツ,沼津,,,YS横浜
3,2021-11-07,26,4,未定,長良川,富山,,,岐阜
4,2021-11-07,26,5,未定,Ａｘｉｓ,藤枝,,,鳥取
5,2021-11-07,26,6,未定,夢スタ,福島,,,今治
6,,26,7,未定,未定,宮崎,,,讃岐
0,2021-11-14,27,1,未定,とうスタ,長野,,,福島
1,2021-11-14,27,2,未定,三ツ沢陸,岩手,,,YS横浜
2,2021-11-14,27,3,未定,藤枝サ,八戸,,,藤枝
3,2021-11-14,27,4,未定,愛鷹,鳥取,,,沼津
4,2021-11-14,27,5,未定,えがおＳ,富山,,,熊本
5,2021-11-14,27,6,未定,白波スタ,今治,,,鹿児島
6,2021-11-14,27,7,未定,ユニスタ,岐阜,,,宮崎
0,2021-11-20,28,1,未定,藤枝サ,鹿児島,,,藤枝
1,2021-11-21,28,2,未定,プラスタ,岐阜,,,八戸
2,2021-11-21,28,3,未定,北上,讃岐,,,岩手
3,2021-11-21,28,4,未定,長野Ｕ,沼津,,,長野
4,2021-11-21,28,5,未定,富山,宮崎,,,富山
5,2021-11-21,28,6,未定,Ａｘｉｓ,今治,,,鳥取
6,2021-11-21,28,7,未定,えがおＳ,YS横浜,,,熊本
0,2021-11-28,29,1,未定,いわスタ,富山,,,岩手
1,2021-11-28,29,2,未定,ニッパツ,福島,,,YS横浜
2,2021-11-28,29,3,未定,長良川,藤枝,,,岐阜
3,2021-11-28,29,4,未定,夢スタ,八戸,,,今治
4,2021-11-28,29,5,未定,白波スタ,長野,,,鹿児島
5,2021-11-28,29,6,未定,ユニスタ,熊本,,,宮崎
6,,29,7,未定,未定,鳥取,,,讃岐
0,2021-12-05,30,1,未定,とうスタ,讃岐,,,福島
1,2021-12-05,30,2,未定,長野Ｕ,今治,,,長野
2,2021-12-05,30,3,未定,富山,鹿児島,,,富山
3,2021-12-05,30,4,未定,藤枝サ,YS横浜,,,藤枝
4,2021-12-05,30,5,未定,愛鷹,岩手,,,沼津
5,2021-12-05,30,6,未定,Ａｘｉｓ,八戸,,,鳥取
6,2021-12-05,30,7,未定,えがおＳ,岐阜,,,熊本
